Gender,Age,Under30,SeniorCitizen,Married,Dependents,NumberofDependents,ReferredaFriend,Number_of_Referrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,SatisfactionScore,CustomerStatus,ChurnLabel,ChurnScore,CLTV,ChurnCategory,ChurnReason
Male,61,No,No,No,No,0,No,0,1,No Offer,Yes,49.2,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.3,19.3,0.0,0,49.2,68.5,3,Churned,Yes,91,4266,Dissatisfaction,Service dissatisfaction
Male,60,No,No,No,No,0,No,0,1,No Offer,Yes,4.18,No,Yes,DSL,8,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,49.65,49.65,0.0,40,4.18,93.83,3,Churned,Yes,90,5338,Dissatisfaction,Lack of self-service on Website
Female,52,No,No,No,No,0,No,0,46,No Offer,Yes,45.2,No,Yes,DSL,17,No,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,54.35,2460.15,0.0,0,2079.2,4539.35,3,Churned,Yes,83,2793,Dissatisfaction,Network reliability
Male,32,No,No,No,No,0,No,0,4,No Offer,Yes,49.14,No,Yes,Fiber Optic,15,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.45,370.65,0.0,0,196.56,567.21,3,Churned,Yes,91,2456,Other,Don't know
Male,54,No,No,Yes,No,0,Yes,1,9,No Offer,Yes,17.47,No,Yes,Fiber Optic,6,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,94.85,890.6,0.0,0,157.23,1047.83,2,Churned,Yes,72,3016,Other,Don't know
Male,49,No,No,Yes,No,0,Yes,9,7,No Offer,Yes,35.42,No,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.95,529.5,0.0,0,247.94,777.44,2,Churned,Yes,90,3296,Dissatisfaction,Poor expertise of online support
Female,22,Yes,No,No,No,0,No,0,1,Offer E,Yes,6.54,No,Yes,Cable,52,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.6,48.6,0.0,0,6.54,55.14,1,Churned,Yes,83,4207,Dissatisfaction,Poor expertise of phone support
Male,29,Yes,No,Yes,No,0,Yes,1,29,Offer C,Yes,26.03,Yes,Yes,Fiber Optic,47,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,2265.25,0.0,0,754.87,3020.12,3,Churned,Yes,83,5189,Attitude,Attitude of support person
Female,30,No,No,No,No,0,No,0,3,Offer E,Yes,47.51,Yes,Yes,Fiber Optic,85,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,220.6,0.0,0,142.53,363.13,2,Churned,Yes,79,5948,Attitude,Attitude of service provider
Male,28,Yes,No,No,No,0,No,0,1,Offer E,Yes,10.98,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.2,20.2,0.0,0,10.98,31.18,1,Churned,Yes,87,5394,Price,Long distance charges
Female,39,No,No,Yes,No,0,Yes,1,3,Offer E,Yes,35.18,Yes,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.75,229.5,0.0,0,105.54,335.04,1,Churned,Yes,65,3972,Competitor,Competitor had better devices
Male,49,No,No,No,No,0,No,0,23,Offer D,Yes,16.28,Yes,Yes,Fiber Optic,2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,104.05,2470.1,0.0,0,374.44,2844.54,1,Churned,Yes,93,5963,Competitor,Competitor had better devices
Female,28,Yes,No,No,No,0,No,0,13,Offer D,Yes,17.02,Yes,Yes,Fiber Optic,41,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.65,1244.5,0.0,0,221.26,1465.76,1,Churned,Yes,65,2110,Competitor,Competitor made better offer
Female,52,No,No,No,No,0,No,0,39,Offer C,Yes,34.74,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.45,3994.45,0.0,0,1354.86,5349.31,2,Churned,Yes,83,4811,Competitor,Competitor made better offer
Female,33,No,No,Yes,Yes,1,Yes,1,1,No Offer,Yes,7.49,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.9,19.9,0.0,0,7.49,27.39,3,Churned,Yes,73,4633,Attitude,Attitude of service provider
Male,53,No,No,Yes,No,0,Yes,1,14,Offer D,No,0.0,No,Yes,DSL,12,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,46.35,667.7,0.0,0,0.0,667.7,3,Churned,Yes,76,5360,Attitude,Attitude of service provider
Male,62,No,No,No,No,0,No,0,1,No Offer,Yes,17.61,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.95,19.95,0.0,0,17.61,37.56,2,Churned,Yes,83,2051,Attitude,Attitude of support person
Male,40,No,No,No,No,0,No,0,1,No Offer,Yes,19.32,No,Yes,Fiber Optic,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,79.6,79.6,0.0,0,19.32,98.92,3,Churned,Yes,91,2199,Attitude,Attitude of support person
Male,23,Yes,No,No,No,0,No,0,1,No Offer,Yes,44.56,No,Yes,Fiber Optic,27,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,75.9,0.0,0,44.56,120.46,3,Churned,Yes,66,3389,Competitor,Competitor made better offer
Male,53,No,No,Yes,No,0,Yes,1,1,No Offer,Yes,35.15,No,Yes,Fiber Optic,14,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,76.2,76.2,0.0,50,35.15,161.35,3,Churned,Yes,83,5973,Other,Don't know
Male,35,No,No,No,Yes,7,No,0,1,No Offer,Yes,12.81,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.25,19.25,0.0,0,12.81,32.06,3,Churned,Yes,80,5437,Attitude,Attitude of service provider
Female,58,No,No,Yes,No,0,Yes,1,42,No Offer,Yes,10.73,Yes,Yes,Fiber Optic,22,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.3,3588.4,0.0,0,450.66,4039.06,3,Churned,Yes,91,2514,Attitude,Attitude of service provider
Female,63,No,No,No,No,0,No,0,7,No Offer,Yes,26.09,No,Yes,Fiber Optic,2,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.0,522.95,0.0,0,182.63,705.58,2,Churned,Yes,92,3735,Attitude,Attitude of support person
Female,27,Yes,No,No,No,0,No,0,1,Offer E,Yes,23.0,No,Yes,Fiber Optic,59,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.25,70.25,0.0,0,23.0,93.25,1,Churned,Yes,89,4133,Competitor,Competitor had better devices
Female,31,No,No,Yes,Yes,2,Yes,1,17,Offer D,Yes,18.26,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24.1,409.9,0.0,0,310.42,720.32,1,Churned,Yes,86,4648,Price,Long distance charges
Female,64,No,No,No,Yes,2,No,0,1,Offer E,Yes,43.48,No,Yes,DSL,16,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,60.0,60.0,0.0,10,43.48,113.48,1,Churned,Yes,93,4531,Attitude,Attitude of service provider
Male,47,No,No,No,No,0,No,0,8,Offer E,Yes,24.76,Yes,Yes,Fiber Optic,2,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.55,649.65,0.0,0,198.08,847.73,3,Churned,Yes,80,4193,Attitude,Attitude of service provider
Female,35,No,No,No,No,0,No,0,39,Offer C,No,0.0,No,Yes,DSL,4,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.75,2011.4,0.0,0,0.0,2011.4,3,Churned,Yes,94,4119,Attitude,Attitude of support person
Male,48,No,No,Yes,No,0,Yes,1,22,Offer D,Yes,27.24,No,Yes,DSL,21,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.2,1152.7,0.0,0,599.28,1751.98,2,Churned,Yes,87,5102,Attitude,Attitude of service provider
Female,21,Yes,No,Yes,No,0,Yes,1,70,Offer A,Yes,41.88,Yes,Yes,Fiber Optic,59,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,109.5,7674.55,0.0,150,2931.6,10756.15,2,Churned,Yes,91,4191,Attitude,Attitude of service provider
Male,45,No,No,Yes,No,0,Yes,1,21,Offer D,Yes,42.65,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,104.4,2157.95,0.0,0,895.65,3053.6,2,Churned,Yes,77,3796,Attitude,Attitude of support person
Female,39,No,No,No,No,0,No,0,1,Offer E,Yes,9.05,No,Yes,Fiber Optic,21,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.7,75.7,0.0,0,9.05,84.75,3,Churned,Yes,93,4884,Attitude,Attitude of support person
Female,21,Yes,No,Yes,No,0,Yes,4,4,Offer E,Yes,9.98,Yes,Yes,Fiber Optic,51,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.95,384.5,0.0,0,39.92,424.42,3,Churned,Yes,72,2570,Attitude,Attitude of service provider
Male,22,Yes,No,No,No,0,No,0,32,Offer C,Yes,27.69,Yes,Yes,Fiber Optic,73,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,108.15,3432.9,0.0,0,886.08,4318.98,1,Churned,Yes,69,2541,Attitude,Attitude of service provider
Male,45,No,No,No,No,0,No,0,6,No Offer,Yes,6.4,No,Yes,Fiber Optic,26,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,80.5,463.05,0.0,10,38.4,511.45,2,Churned,Yes,96,2181,Attitude,Attitude of support person
Male,23,Yes,No,No,No,0,No,0,1,No Offer,Yes,35.28,No,Yes,Fiber Optic,51,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,71.35,71.35,0.0,0,35.28,106.63,3,Churned,Yes,92,5730,Attitude,Attitude of support person
Female,42,No,No,No,No,0,No,0,13,Offer D,Yes,8.59,Yes,Yes,Fiber Optic,15,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.4,1132.35,0.0,0,111.67,1244.02,1,Churned,Yes,75,2226,Competitor,Competitor had better devices
Male,56,No,No,No,No,0,No,0,1,Offer E,Yes,47.26,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.6,20.6,0.0,0,47.26,67.86,1,Churned,Yes,90,3618,Price,Long distance charges
Male,54,No,No,No,No,0,No,0,19,Offer D,Yes,2.19,Yes,Yes,Fiber Optic,18,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.95,1931.75,0.0,0,41.61,1973.36,1,Churned,Yes,76,3670,Competitor,Competitor had better devices
Female,46,No,No,No,No,0,No,0,10,Offer D,Yes,49.5,Yes,Yes,Fiber Optic,19,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,81.0,818.05,0.0,0,495.0,1313.05,2,Churned,Yes,95,2946,Attitude,Attitude of support person
Female,53,No,No,No,No,0,No,0,1,Offer E,Yes,42.09,No,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.15,70.15,0.0,0,42.09,112.24,1,Churned,Yes,90,5773,Competitor,Competitor had better devices
Female,29,Yes,No,No,No,0,No,0,39,Offer C,Yes,4.48,No,Yes,Fiber Optic,71,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,95.55,3692.85,0.0,0,174.72,3867.57,1,Churned,Yes,73,2767,Attitude,Attitude of service provider
Female,42,No,No,No,No,0,No,0,36,No Offer,Yes,27.72,No,Yes,Fiber Optic,24,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.55,3078.1,0.0,0,997.92,4076.02,1,Churned,Yes,92,2558,Competitor,Competitor had better devices
Female,26,Yes,No,No,No,0,No,0,5,Offer E,Yes,34.49,Yes,Yes,Fiber Optic,46,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.2,474.8,0.0,0,172.45,647.25,3,Churned,Yes,87,4109,Attitude,Attitude of service provider
Female,28,Yes,No,No,No,0,No,0,13,Offer D,No,0.0,No,Yes,Cable,53,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.1,446.1,0.0,0,0.0,446.1,3,Churned,Yes,79,3104,Attitude,Attitude of service provider
Male,33,No,No,Yes,No,0,No,0,5,Offer E,Yes,25.11,Yes,Yes,Fiber Optic,26,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.3,416.3,0.0,0,125.55,541.85,2,Churned,Yes,91,3819,Attitude,Attitude of service provider
Female,31,No,No,No,Yes,5,No,0,2,No Offer,Yes,29.81,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.6,35.85,0.0,0,59.62,95.47,3,Churned,Yes,66,2843,Attitude,Attitude of support person
Female,29,Yes,No,Yes,No,0,Yes,1,17,No Offer,Yes,47.76,Yes,Yes,Fiber Optic,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.45,1451.6,0.0,0,811.92,2263.52,3,Churned,Yes,94,3670,Attitude,Attitude of support person
Male,57,No,No,Yes,No,0,Yes,1,1,Offer E,Yes,18.84,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.0,71.0,0.0,0,18.84,89.84,2,Churned,Yes,89,4207,Attitude,Attitude of support person
Male,29,Yes,No,No,Yes,3,No,0,1,Offer E,Yes,7.14,No,Yes,DSL,52,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.4,44.4,0.0,0,7.14,51.54,3,Churned,Yes,82,4067,Attitude,Attitude of service provider
Female,30,No,No,Yes,No,0,Yes,2,1,Offer E,Yes,23.63,No,Yes,Fiber Optic,52,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.35,79.35,0.0,0,23.63,102.98,2,Churned,Yes,77,3492,Attitude,Attitude of support person
Female,53,No,No,No,No,0,No,0,9,Offer E,Yes,1.34,No,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.8,809.75,0.0,0,12.06,821.81,3,Churned,Yes,70,2578,Attitude,Attitude of support person
Male,47,No,No,Yes,No,0,Yes,1,20,No Offer,Yes,16.49,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.45,1470.95,0.0,0,329.8,1800.75,1,Churned,Yes,87,4773,Competitor,Competitor had better devices
Female,63,No,No,No,No,0,No,0,3,Offer E,Yes,5.2,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.8,246.3,0.0,10,15.6,271.9,1,Churned,Yes,93,5475,Competitor,Competitor had better devices
Female,31,No,No,Yes,No,0,Yes,7,17,No Offer,Yes,17.91,Yes,Yes,Fiber Optic,9,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,88.25,1460.65,0.0,0,304.47,1765.12,2,Churned,Yes,68,4041,Other,Deceased
Female,31,No,No,No,No,0,No,0,2,Offer E,Yes,37.76,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.0,153.05,0.0,0,75.52,228.57,3,Churned,Yes,81,2928,Other,Moved
Female,63,No,No,No,No,0,No,0,21,No Offer,Yes,9.06,Yes,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.35,2119.5,0.0,0,190.26,2309.76,3,Churned,Yes,89,4321,Other,Moved
Male,34,No,No,Yes,Yes,1,Yes,1,5,Offer E,Yes,40.05,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.9,135.0,0.0,0,200.25,335.25,1,Churned,Yes,83,2102,Other,Moved
Male,43,No,No,No,No,0,No,0,24,No Offer,Yes,8.99,Yes,Yes,DSL,5,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,55.65,1400.55,0.0,60,215.76,1676.31,1,Churned,Yes,90,4126,Competitor,Competitor had better devices
Female,52,No,No,No,No,0,No,0,1,Offer E,Yes,49.24,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,69.65,0.0,0,49.24,118.89,2,Churned,Yes,77,2418,Competitor,Competitor offered higher download speeds
Female,41,No,No,No,No,0,No,0,10,No Offer,Yes,45.21,Yes,Yes,Fiber Optic,3,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.6,1060.2,0.0,0,452.1,1512.3,1,Churned,Yes,77,4001,Competitor,Competitor offered more data
Female,44,No,No,No,No,0,No,0,53,No Offer,Yes,29.8,Yes,Yes,Fiber Optic,4,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,106.95,5785.5,0.0,0,1579.4,7364.9,1,Churned,Yes,90,5550,Competitor,Competitor had better devices
Male,46,No,No,No,No,0,No,0,3,Offer E,No,0.0,No,Yes,Cable,3,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.6,79.45,0.0,0,0.0,79.45,1,Churned,Yes,76,2734,Competitor,Competitor had better devices
Female,53,No,No,Yes,No,0,Yes,2,49,No Offer,Yes,49.63,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,4783.5,0.0,0,2431.87,7215.37,1,Churned,Yes,69,5732,Competitor,Competitor offered higher download speeds
Male,39,No,No,No,No,0,No,0,11,No Offer,No,0.0,No,Yes,DSL,5,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,41.6,470.6,0.0,0,0.0,470.6,2,Churned,Yes,81,3119,Competitor,Competitor offered higher download speeds
Male,34,No,No,No,No,0,No,0,45,Offer B,Yes,14.12,Yes,Yes,Fiber Optic,3,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,100.85,4740.0,0.0,0,635.4,5375.4,1,Churned,Yes,70,4898,Competitor,Competitor offered more data
Male,52,No,No,Yes,Yes,1,Yes,1,37,No Offer,No,0.0,No,Yes,DSL,23,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,40.2,1448.8,0.0,0,0.0,1448.8,2,Churned,Yes,80,3627,Competitor,Competitor offered more data
Male,55,No,No,Yes,No,0,Yes,1,49,Offer B,Yes,39.6,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84.5,4254.85,0.0,0,1940.4,6195.25,3,Churned,Yes,85,4639,Competitor,Competitor offered more data
Male,45,No,No,No,No,0,No,0,1,Offer E,Yes,11.25,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.2,20.2,0.0,0,11.25,31.45,2,Churned,Yes,91,5418,Competitor,Competitor made better offer
Male,43,No,No,Yes,No,0,Yes,1,5,No Offer,Yes,39.36,No,Yes,Fiber Optic,24,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.45,498.1,0.0,0,196.8,694.9,1,Churned,Yes,77,4580,Competitor,Competitor had better devices
Female,51,No,No,Yes,No,0,Yes,1,9,No Offer,No,0.0,No,Yes,DSL,10,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,48.75,442.2,0.0,10,0.0,452.2,2,Churned,Yes,90,4359,Price,Lack of affordable download/upload speed
Male,25,Yes,No,No,No,0,No,0,1,No Offer,Yes,36.07,No,Yes,Fiber Optic,41,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.85,84.85,0.0,0,36.07,120.92,1,Churned,Yes,77,3086,Competitor,Competitor had better devices
Male,42,No,No,No,No,0,No,0,12,No Offer,Yes,7.97,No,Yes,Cable,10,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,56.65,654.85,0.0,0,95.64,750.49,1,Churned,Yes,90,3043,Price,Extra data charges
Female,22,Yes,No,No,No,0,No,0,42,Offer B,Yes,5.75,No,Yes,DSL,53,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,73.9,3160.55,0.0,0,241.5,3402.05,2,Churned,Yes,71,2774,Price,Price too high
Female,21,Yes,No,Yes,No,0,Yes,1,33,No Offer,Yes,35.31,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.5,740.3,35.05,0,1165.23,1870.48,3,Churned,Yes,77,5194,Price,Long distance charges
Female,54,No,No,No,No,0,No,0,31,No Offer,Yes,6.33,Yes,Yes,Fiber Optic,11,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.9,2806.9,41.18,0,196.23,2961.95,2,Churned,Yes,85,2031,Dissatisfaction,Service dissatisfaction
Male,50,No,No,Yes,No,0,Yes,1,42,Offer B,Yes,34.65,Yes,Yes,Fiber Optic,9,No,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.45,4138.05,30.46,140,1455.3,5702.89,2,Churned,Yes,96,4624,Dissatisfaction,Network reliability
Female,57,No,No,No,No,0,No,0,12,No Offer,Yes,42.58,Yes,Yes,DSL,22,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.05,872.65,48.61,0,510.96,1335.0,3,Churned,Yes,94,4149,Other,Don't know
Male,25,Yes,No,Yes,No,0,Yes,1,7,No Offer,Yes,19.23,No,Yes,Fiber Optic,52,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.75,608.8,26.02,0,134.61,717.39,2,Churned,Yes,90,3807,Dissatisfaction,Poor expertise of online support
Male,27,Yes,No,Yes,No,0,Yes,1,14,No Offer,Yes,21.3,Yes,Yes,Fiber Optic,42,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.15,1139.2,38.48,0,298.2,1398.92,2,Churned,Yes,91,4550,Dissatisfaction,Poor expertise of phone support
Male,27,Yes,No,No,No,0,No,0,16,No Offer,Yes,20.44,No,Yes,Fiber Optic,59,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.25,1483.25,0.0,140,327.04,1950.29,1,Churned,Yes,73,2827,Competitor,Competitor offered higher download speeds
Male,24,Yes,No,Yes,No,0,Yes,1,65,Offer B,Yes,26.75,Yes,Yes,Cable,51,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,72.45,4653.85,14.23,0,1738.75,6378.37,1,Churned,Yes,68,4415,Competitor,Competitor offered more data
Female,26,Yes,No,No,No,0,No,0,42,Offer B,Yes,33.46,Yes,Yes,Fiber Optic,52,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.2,4400.75,40.15,0,1405.32,5765.92,1,Churned,Yes,89,2317,Competitor,Competitor made better offer
Male,34,No,No,Yes,No,0,Yes,3,6,No Offer,Yes,8.59,Yes,Yes,Fiber Optic,28,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.85,460.25,48.95,0,51.54,462.84,1,Churned,Yes,78,4458,Competitor,Competitor had better devices
Female,54,No,No,Yes,No,0,Yes,1,5,No Offer,Yes,7.0,No,Yes,Fiber Optic,23,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,83.6,404.2,24.44,0,35.0,414.76,3,Churned,Yes,93,4565,Competitor,Competitor offered higher download speeds
Male,24,Yes,No,No,No,0,No,0,68,Offer A,Yes,21.74,Yes,Yes,Fiber Optic,73,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,108.45,7176.55,9.68,0,1478.32,8645.19,3,Churned,Yes,65,4454,Competitor,Competitor offered higher download speeds
Female,33,No,No,Yes,No,0,Yes,1,3,No Offer,Yes,31.61,Yes,Yes,Fiber Optic,20,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,91.5,242.95,0.0,10,94.83,347.78,3,Churned,Yes,76,5646,Competitor,Competitor offered higher download speeds
Male,57,No,No,Yes,No,0,Yes,3,12,No Offer,Yes,18.26,No,Yes,Fiber Optic,18,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.85,866.45,23.72,0,219.12,1061.85,1,Churned,Yes,87,4306,Competitor,Competitor offered more data
Female,64,No,No,No,No,0,No,0,43,Offer B,No,0.0,No,Yes,DSL,12,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.05,2076.2,20.29,0,0.0,2055.91,1,Churned,Yes,92,4044,Competitor,Competitor offered more data
Female,21,Yes,No,Yes,No,0,Yes,1,70,Offer A,Yes,16.78,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.2,7723.9,48.54,0,1174.6,8849.96,1,Churned,Yes,73,5947,Price,Price too high
Female,56,No,No,No,No,0,No,0,1,No Offer,Yes,26.0,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,70.75,70.75,0.0,0,26.0,96.75,2,Churned,Yes,93,3963,Dissatisfaction,Service dissatisfaction
Male,19,Yes,No,No,No,0,No,0,3,No Offer,No,0.0,No,Yes,DSL,26,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,40.15,130.75,0.0,0,0.0,130.75,3,Churned,Yes,75,4710,Competitor,Competitor made better offer
Female,39,No,No,Yes,No,0,Yes,3,36,No Offer,Yes,24.51,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,97.35,3457.9,4.96,0,882.36,4335.3,2,Churned,Yes,86,4544,Dissatisfaction,Limited range of services
Male,34,No,No,No,No,0,No,0,1,No Offer,No,0.0,No,Yes,DSL,18,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,45.3,45.3,0.0,0,0.0,45.3,1,Churned,Yes,69,4954,Competitor,Competitor had better devices
